Palavra,Artista,Quantidade_y,Quantidade_total,Gênero,Década de nascimento,UF de nascimento,Nome
party,agepe,23,808,Man,1940-1949,RJ,Agepê
end,agepe,23,1834,Man,1940-1949,RJ,Agepê
flower,agepe,22,1265,Man,1940-1949,RJ,Agepê
fire,agepe,24,724,Man,1940-1949,RJ,Agepê
strong,agepe,23,723,Man,1940-1949,RJ,Agepê
to force,agepe,19,658,Man,1940-1949,RJ,Agepê
to run away,agepe,4,584,Man,1940-1949,RJ,Agepê
to merge,agepe,6,635,Man,1940-1949,RJ,Agepê
faith,agepe,14,861,Man,1940-1949,RJ,Agepê
to win,agepe,5,720,Man,1940-1949,RJ,Agepê
people,agepe,63,5724,Man,1940-1949,RJ,Agepê
like,agepe,48,2259,Man,1940-1949,RJ,Agepê
big,agepe,11,1626,Man,1940-1949,RJ,Agepê
shout out,agepe,5,642,Man,1940-1949,RJ,Agepê
save,agepe,13,807,Man,1940-1949,RJ,Agepê
story,agepe,3,728,Man,1940-1949,RJ,Agepê
today,agepe,28,2878,Man,1940-1949,RJ,Agepê
men,agepe,14,1384,Man,1940-1949,RJ,Agepê
hour,agepe,30,2096,Man,1940-1949,RJ,Agepê
equal,agepe,5,658,Man,1940-1949,RJ,Agepê
illusion,agepe,28,847,Man,1940-1949,RJ,Agepê
acquaint,agepe,24,1032,Man,1940-1949,RJ,Agepê
brother,agepe,1,590,Man,1940-1949,RJ,Agepê
never,agepe,7,638,Man,1940-1949,RJ,Agepê
way,agepe,33,1733,Man,1940-1949,RJ,Agepê
to play,agepe,14,1562,Man,1940-1949,RJ,Agepê
get together,agepe,11,544,Man,1940-1949,RJ,Agepê
together,agepe,2,755,Man,1940-1949,RJ,Agepê
to swear,agepe,7,789,Man,1940-1949,RJ,Agepê
side,agepe,34,1321,Man,1940-1949,RJ,Agepê
ilk,agepe,2,590,Man,1940-1949,RJ,Agepê
to remember,agepe,15,1250,Man,1940-1949,RJ,Agepê
to read,agepe,13,934,Man,1940-1949,RJ,Agepê
take along,agepe,47,2918,Man,1940-1949,RJ,Agepê
turn on,agepe,11,835,Man,1940-1949,RJ,Agepê
beautiful,agepe,10,843,Man,1940-1949,RJ,Agepê
pretty,agepe,30,954,Man,1940-1949,RJ,Agepê
far,agepe,11,852,Man,1940-1949,RJ,Agepê
Crazy,agepe,13,1032,Man,1940-1949,RJ,Agepê
moon,agepe,38,1323,Man,1940-1949,RJ,Agepê
place,agepe,20,1602,Man,1940-1949,RJ,Agepê
to fight,agepe,18,636,Man,1940-1949,RJ,Agepê
sparkle,agepe,13,1704,Man,1940-1949,RJ,Agepê
madrugar,agepe,5,674,Man,1940-1949,RJ,Agepê
larger,agepe,9,628,Man,1940-1949,RJ,Agepê
bad,agepe,11,1934,Man,1940-1949,RJ,Agepê
to send,agepe,17,1580,Man,1940-1949,RJ,Agepê
hose,agepe,6,520,Man,1940-1949,RJ,Agepê
morning,agepe,12,794,Man,1940-1949,RJ,Agepê
sea,agepe,71,2991,Man,1940-1949,RJ,Agepê
Mary,agepe,38,1022,Man,1940-1949,RJ,Agepê
to kill,agepe,10,1245,Man,1940-1949,RJ,Agepê
fear,agepe,3,979,Man,1940-1949,RJ,Agepê
best,agepe,26,1360,Man,1940-1949,RJ,Agepê
boy,agepe,37,1627,Man,1940-1949,RJ,Agepê
to lie,agepe,3,855,Man,1940-1949,RJ,Agepê
to deserve,agepe,6,621,Man,1940-1949,RJ,Agepê
same,agepe,21,2388,Man,1940-1949,RJ,Agepê
time,agepe,7,820,Man,1940-1949,RJ,Agepê
to live,agepe,29,1152,Man,1940-1949,RJ,Agepê
dark skinned,agepe,71,931,Man,1940-1949,RJ,Agepê
to die,agepe,17,2666,Man,1940-1949,RJ,Agepê
Show,agepe,13,717,Man,1940-1949,RJ,Agepê
boy,agepe,8,716,Man,1940-1949,RJ,Agepê
change,agepe,16,1098,Man,1940-1949,RJ,Agepê
woman,agepe,32,2994,Man,1940-1949,RJ,Agepê
world,agepe,66,3522,Man,1940-1949,RJ,Agepê
mother,agepe,22,789,Man,1940-1949,RJ,Agepê
hand,agepe,35,2300,Man,1940-1949,RJ,Agepê
to fall in love,agepe,17,737,Man,1940-1949,RJ,Agepê
born,agepe,25,1401,Man,1940-1949,RJ,Agepê
deny,agepe,15,1206,Man,1940-1949,RJ,Agepê
black,agepe,25,671,Man,1940-1949,RJ,Agepê
nobody,agepe,31,3085,Man,1940-1949,RJ,Agepê
night,agepe,37,2864,Man,1940-1949,RJ,Agepê
Name,agepe,2,928,Man,1940-1949,RJ,Agepê
new,agepe,26,1685,Man,1940-1949,RJ,Agepê
Never,agepe,39,2565,Man,1940-1949,RJ,Agepê
to look,agepe,73,4919,Man,1940-1949,RJ,Agepê
eye,agepe,19,1668,Man,1940-1949,RJ,Agepê
wave,agepe,8,683,Man,1940-1949,RJ,Agepê
other,agepe,40,2805,Man,1940-1949,RJ,Agepê
listen,agepe,31,1639,Man,1940-1949,RJ,Agepê
pay,agepe,4,832,Man,1940-1949,RJ,Agepê
pagoda,agepe,6,658,Man,1940-1949,RJ,Agepê
dad,agepe,14,835,Man,1940-1949,RJ,Agepê
passion,agepe,41,1591,Man,1940-1949,RJ,Agepê
word,agepe,4,583,Man,1940-1949,RJ,Agepê
stop,agepe,20,1510,Man,1940-1949,RJ,Agepê
seem,agepe,13,793,Man,1940-1949,RJ,Agepê
leave,agepe,15,1209,Man,1940-1949,RJ,Agepê
to spend,agepe,57,4368,Man,1940-1949,RJ,Agepê
peace,agepe,27,1855,Man,1940-1949,RJ,Agepê
ask,agepe,17,2118,Man,1940-1949,RJ,Agepê
take,agepe,33,1843,Man,1940-1949,RJ,Agepê
suborn,agepe,31,1462,Man,1940-1949,RJ,Agepê
fur,agepe,16,598,Man,1940-1949,RJ,Agepê
sorrow,agepe,2,1260,Man,1940-1949,RJ,Agepê
think,agepe,25,2418,Man,1940-1949,RJ,Agepê
lose,agepe,21,2443,Man,1940-1949,RJ,Agepê
to forgive,agepe,5,606,Man,1940-1949,RJ,Agepê
forgiveness,agepe,2,586,Man,1940-1949,RJ,Agepê
to ask,agepe,1,563,Man,1940-1949,RJ,Agepê
near,agepe,11,647,Man,1940-1949,RJ,Agepê
to plant,agepe,22,762,Man,1940-1949,RJ,Agepê
power,agepe,75,7634,Man,1940-1949,RJ,Agepê
bear,agepe,5,690,Man,1940-1949,RJ,Agepê
portela,agepe,38,616,Man,1940-1949,RJ,Agepê
little,agepe,17,1124,Man,1940-1949,RJ,Agepê
people,agepe,43,1256,Man,1940-1949,RJ,Agepê
pleasure,agepe,30,1042,Man,1940-1949,RJ,Agepê
need,agepe,51,2443,Man,1940-1949,RJ,Agepê
black,agepe,3,740,Man,1940-1949,RJ,Agepê
first,agepe,13,882,Man,1940-1949,RJ,Agepê
Search for,agepe,16,2198,Man,1940-1949,RJ,Agepê
to test,agepe,3,581,Man,1940-1949,RJ,Agepê
foot,agepe,13,1424,Man,1940-1949,RJ,Agepê
which,agepe,1,654,Man,1940-1949,RJ,Agepê
quantum,agepe,8,531,Man,1940-1949,RJ,Agepê
almost,agepe,4,764,Man,1940-1949,RJ,Agepê
break,agepe,1,614,Man,1940-1949,RJ,Agepê
reason,agepe,12,1038,Man,1940-1949,RJ,Agepê
chorus,agepe,12,1021,Man,1940-1949,RJ,Agepê
King,agepe,13,998,Man,1940-1949,RJ,Agepê
suddenly,agepe,16,1108,Man,1940-1949,RJ,Agepê
River,agepe,7,758,Man,1940-1949,RJ,Agepê
to laugh,agepe,9,839,Man,1940-1949,RJ,Agepê
rotate,agepe,20,884,Man,1940-1949,RJ,Agepê
to roll,agepe,9,626,Man,1940-1949,RJ,Agepê
Rosar,agepe,21,725,Man,1940-1949,RJ,Agepê
collapse,agepe,15,868,Man,1940-1949,RJ,Agepê
to save,agepe,24,931,Man,1940-1949,RJ,Agepê
samba,agepe,16,1269,Man,1940-1949,RJ,Agepê
to samba,agepe,84,6306,Man,1940-1949,RJ,Agepê
Holy,agepe,10,780,Man,1940-1949,RJ,Agepê
miss,agepe,50,2670,Man,1940-1949,RJ,Agepê
follow,agepe,4,771,Man,1940-1949,RJ,Agepê
ever,agepe,27,3360,Man,1940-1949,RJ,Agepê
Mr,agepe,5,1178,Man,1940-1949,RJ,Agepê
to feel,agepe,69,3125,Man,1940-1949,RJ,Agepê
remain,agepe,2,608,Man,1940-1949,RJ,Agepê
to suffer,agepe,38,2090,Man,1940-1949,RJ,Agepê
Sun,agepe,44,2154,Man,1940-1949,RJ,Agepê
loneliness,agepe,18,878,Man,1940-1949,RJ,Agepê
sound,agepe,22,643,Man,1940-1949,RJ,Agepê
to dream,agepe,37,2462,Man,1940-1949,RJ,Agepê
dream,agepe,8,1098,Man,1940-1949,RJ,Agepê
to smile,agepe,32,1303,Man,1940-1949,RJ,Agepê
smile,agepe,22,896,Man,1940-1949,RJ,Agepê
to sweat,agepe,49,3445,Man,1940-1949,RJ,Agepê
move up,agepe,3,519,Man,1940-1949,RJ,Agepê
delay,agepe,10,608,Man,1940-1949,RJ,Agepê
time,agepe,73,3470,Man,1940-1949,RJ,Agepê
to try,agepe,6,1107,Man,1940-1949,RJ,Agepê
Earth,agepe,12,1295,Man,1940-1949,RJ,Agepê
touch,agepe,20,1207,Man,1940-1949,RJ,Agepê
to take,agepe,11,897,Man,1940-1949,RJ,Agepê
to work,agepe,5,743,Man,1940-1949,RJ,Agepê
bring,agepe,35,1614,Man,1940-1949,RJ,Agepê
sad,agepe,5,1063,Man,1940-1949,RJ,Agepê
sadness,agepe,24,1071,Man,1940-1949,RJ,Agepê
worth,agepe,5,1283,Man,1940-1949,RJ,Agepê
old,agepe,19,1101,Man,1940-1949,RJ,Agepê
blow,agepe,27,911,Man,1940-1949,RJ,Agepê
to see,agepe,114,9632,Man,1940-1949,RJ,Agepê
truth,agepe,7,1075,Man,1940-1949,RJ,Agepê
life,agepe,123,6401,Man,1940-1949,RJ,Agepê
turn,agepe,24,1109,Man,1940-1949,RJ,Agepê
to live,agepe,76,4828,Man,1940-1949,RJ,Agepê
fly,agepe,5,593,Man,1940-1949,RJ,Agepê
come back,agepe,39,3429,Man,1940-1949,RJ,Agepê
will,agepe,16,833,Man,1940-1949,RJ,Agepê
voice,agepe,19,1099,Man,1940-1949,RJ,Agepê
Water,agepe,27,1388,Man,1940-1949,RJ,Agepê
to hug,alcione,19,742,Woman,1940-1949,MA,Alcione
Open,alcione,37,912,Woman,1940-1949,MA,Alcione
to finish,alcione,52,1832,Woman,1940-1949,MA,Alcione
find,alcione,28,1151,Woman,1940-1949,MA,Alcione
happen,alcione,22,929,Woman,1940-1949,MA,Alcione
wake up,alcione,41,698,Woman,1940-1949,MA,Alcione
to believe,alcione,27,756,Woman,1940-1949,MA,Alcione
bye,alcione,57,801,Woman,1940-1949,MA,Alcione
now,alcione,69,2881,Woman,1940-1949,MA,Alcione
happiness,alcione,44,1494,Woman,1940-1949,MA,Alcione
any,alcione,14,538,Woman,1940-1949,MA,Alcione
almo,alcione,21,613,Woman,1940-1949,MA,Alcione
high,alcione,15,649,Woman,1940-1949,MA,Alcione
in addition,alcione,14,940,Woman,1940-1949,MA,Alcione
tomorrow,alcione,42,1094,Woman,1940-1949,MA,Alcione
love,alcione,322,9816,Woman,1940-1949,MA,Alcione
cozying,alcione,16,701,Woman,1940-1949,MA,Alcione
friend,alcione,28,635,Woman,1940-1949,MA,Alcione
love,alcione,910,31458,Woman,1940-1949,MA,Alcione
walk,alcione,43,1990,Woman,1940-1949,MA,Alcione
year,alcione,21,667,Woman,1940-1949,MA,Alcione
love,alcione,10,714,Woman,1940-1949,MA,Alcione
only,alcione,23,538,Woman,1940-1949,MA,Alcione
learn,alcione,36,704,Woman,1940-1949,MA,Alcione
air,alcione,21,778,Woman,1940-1949,MA,Alcione
blue,alcione,16,668,Woman,1940-1949,MA,Alcione
bahia,alcione,11,658,Woman,1940-1949,MA,Alcione
to swing,alcione,25,668,Woman,1940-1949,MA,Alcione
to knock,alcione,61,1694,Woman,1940-1949,MA,Alcione
batucar,alcione,24,526,Woman,1940-1949,MA,Alcione
drink,alcione,17,983,Woman,1940-1949,MA,Alcione
kiss,alcione,50,1982,Woman,1940-1949,MA,Alcione
beauty,alcione,20,765,Woman,1940-1949,MA,Alcione
beautiful,alcione,16,561,Woman,1940-1949,MA,Alcione
mouth,alcione,24,1198,Woman,1940-1949,MA,Alcione
trundle,alcione,16,545,Woman,1940-1949,MA,Alcione
Good,alcione,64,3691,Woman,1940-1949,MA,Alcione
beautiful,alcione,24,1166,Woman,1940-1949,MA,Alcione
White,alcione,10,706,Woman,1940-1949,MA,Alcione
Brazil,alcione,48,1094,Woman,1940-1949,MA,Alcione
Brazilian,alcione,13,549,Woman,1940-1949,MA,Alcione
arm,alcione,33,799,Woman,1940-1949,MA,Alcione
fight,alcione,21,610,Woman,1940-1949,MA,Alcione
shine,alcione,25,921,Woman,1940-1949,MA,Alcione
to play,alcione,16,742,Woman,1940-1949,MA,Alcione
search,alcione,17,674,Woman,1940-1949,MA,Alcione
head,alcione,19,760,Woman,1940-1949,MA,Alcione
to fall,alcione,50,1544,Woman,1940-1949,MA,Alcione
silence,alcione,14,549,Woman,1940-1949,MA,Alcione
heat,alcione,22,629,Woman,1940-1949,MA,Alcione
walk,alcione,27,1179,Woman,1940-1949,MA,Alcione
weary,alcione,39,880,Woman,1940-1949,MA,Alcione
sing,alcione,310,8891,Woman,1940-1949,MA,Alcione
song,alcione,26,1030,Woman,1940-1949,MA,Alcione
Carnival,alcione,32,816,Woman,1940-1949,MA,Alcione
expensive,alcione,52,2089,Woman,1940-1949,MA,Alcione
to marry,alcione,25,2147,Woman,1940-1949,MA,Alcione
certain,alcione,15,522,Woman,1940-1949,MA,Alcione
right,alcione,6,571,Woman,1940-1949,MA,Alcione
Call,alcione,46,1650,Woman,1940-1949,MA,Alcione
to arrive,alcione,105,4489,Woman,1940-1949,MA,Alcione
full,alcione,18,743,Woman,1940-1949,MA,Alcione
cry,alcione,131,4386,Woman,1940-1949,MA,Alcione
rain,alcione,20,635,Woman,1940-1949,MA,Alcione
floor,alcione,37,1037,Woman,1940-1949,MA,Alcione
City,alcione,33,1002,Woman,1940-1949,MA,Alcione
top,alcione,4,979,Woman,1940-1949,MA,Alcione
thing,alcione,80,2410,Woman,1940-1949,MA,Alcione
eat,alcione,126,4536,Woman,1940-1949,MA,Alcione
with me,alcione,41,1583,Woman,1940-1949,MA,Alcione
how,alcione,128,3838,Woman,1940-1949,MA,Alcione
purchase,alcione,9,536,Woman,1940-1949,MA,Alcione
to meet,alcione,24,878,Woman,1940-1949,MA,Alcione
get,alcione,21,767,Woman,1940-1949,MA,Alcione
tell,alcione,41,1269,Woman,1940-1949,MA,Alcione
color,alcione,20,821,Woman,1940-1949,MA,Alcione
heart,alcione,219,6266,Woman,1940-1949,MA,Alcione
body,alcione,58,1523,Woman,1940-1949,MA,Alcione
run,alcione,38,1081,Woman,1940-1949,MA,Alcione
kid,alcione,16,708,Woman,1940-1949,MA,Alcione
take care,alcione,12,514,Woman,1940-1949,MA,Alcione
sky,alcione,36,2061,Woman,1940-1949,MA,Alcione
to dance,alcione,32,1429,Woman,1940-1949,MA,Alcione
inside,alcione,42,1212,Woman,1940-1949,MA,Alcione
later,alcione,76,1839,Woman,1940-1949,MA,Alcione
since,alcione,8,562,Woman,1940-1949,MA,Alcione
Wish,alcione,39,1051,Woman,1940-1949,MA,Alcione
undo,alcione,16,554,Woman,1940-1949,MA,Alcione
earmark,alcione,11,562,Woman,1940-1949,MA,Alcione
God,alcione,103,3257,Woman,1940-1949,MA,Alcione
duty,alcione,30,955,Woman,1940-1949,MA,Alcione
day,alcione,131,4842,Woman,1940-1949,MA,Alcione
cash,alcione,4,680,Woman,1940-1949,MA,Alcione
to say,alcione,236,8012,Woman,1940-1949,MA,Alcione
candy,alcione,27,690,Woman,1940-1949,MA,Alcione
hurt,alcione,48,639,Woman,1940-1949,MA,Alcione
owner,alcione,11,564,Woman,1940-1949,MA,Alcione
ache,alcione,95,2290,Woman,1940-1949,MA,Alcione
to sleep,alcione,20,868,Woman,1940-1949,MA,Alcione
although,alcione,47,1492,Woman,1940-1949,MA,Alcione
emotion,alcione,29,671,Woman,1940-1949,MA,Alcione
delight,alcione,15,514,Woman,1940-1949,MA,Alcione
meet,alcione,53,2135,Woman,1940-1949,MA,Alcione
understand,alcione,48,970,Woman,1940-1949,MA,Alcione
get in,alcione,33,1652,Woman,1940-1949,MA,Alcione
deliver,alcione,40,774,Woman,1940-1949,MA,Alcione
err,alcione,32,872,Woman,1940-1949,MA,Alcione
to hopes,alcione,23,622,Woman,1940-1949,MA,Alcione
wait,alcione,34,1753,Woman,1940-1949,MA,Alcione
forget,alcione,69,2291,Woman,1940-1949,MA,Alcione
exist,alcione,20,1025,Woman,1940-1949,MA,Alcione
speak,alcione,81,2676,Woman,1940-1949,MA,Alcione
fail,alcione,38,940,Woman,1940-1949,MA,Alcione
miss,alcione,48,925,Woman,1940-1949,MA,Alcione
favor,alcione,15,665,Woman,1940-1949,MA,Alcione
happiness,alcione,17,1110,Woman,1940-1949,MA,Alcione
happy,alcione,84,2585,Woman,1940-1949,MA,Alcione
party,alcione,17,808,Woman,1940-1949,MA,Alcione
end,alcione,56,1834,Woman,1940-1949,MA,Alcione
flower,alcione,26,1265,Woman,1940-1949,MA,Alcione
fire,alcione,13,724,Woman,1940-1949,MA,Alcione
strong,alcione,23,723,Woman,1940-1949,MA,Alcione
to force,alcione,24,658,Woman,1940-1949,MA,Alcione
front,alcione,20,637,Woman,1940-1949,MA,Alcione
to run away,alcione,18,584,Woman,1940-1949,MA,Alcione
to merge,alcione,24,635,Woman,1940-1949,MA,Alcione
faith,alcione,20,861,Woman,1940-1949,MA,Alcione
to win,alcione,16,720,Woman,1940-1949,MA,Alcione
people,alcione,168,5724,Woman,1940-1949,MA,Alcione
like,alcione,56,2259,Woman,1940-1949,MA,Alcione
big,alcione,34,1626,Woman,1940-1949,MA,Alcione
shout out,alcione,24,642,Woman,1940-1949,MA,Alcione
save,alcione,33,807,Woman,1940-1949,MA,Alcione
story,alcione,18,728,Woman,1940-1949,MA,Alcione
today,alcione,52,2878,Woman,1940-1949,MA,Alcione
men,alcione,22,1384,Woman,1940-1949,MA,Alcione
hour,alcione,56,2096,Woman,1940-1949,MA,Alcione
equal,alcione,27,658,Woman,1940-1949,MA,Alcione
illusion,alcione,43,847,Woman,1940-1949,MA,Alcione
acquaint,alcione,35,1032,Woman,1940-1949,MA,Alcione
brother,alcione,7,590,Woman,1940-1949,MA,Alcione
never,alcione,20,638,Woman,1940-1949,MA,Alcione
way,alcione,70,1733,Woman,1940-1949,MA,Alcione
to play,alcione,32,1562,Woman,1940-1949,MA,Alcione
get together,alcione,14,544,Woman,1940-1949,MA,Alcione
together,alcione,22,755,Woman,1940-1949,MA,Alcione
to swear,alcione,24,789,Woman,1940-1949,MA,Alcione
side,alcione,37,1321,Woman,1940-1949,MA,Alcione
ilk,alcione,15,590,Woman,1940-1949,MA,Alcione
to remember,alcione,27,1250,Woman,1940-1949,MA,Alcione
to read,alcione,21,934,Woman,1940-1949,MA,Alcione
take along,alcione,104,2918,Woman,1940-1949,MA,Alcione
turn on,alcione,10,835,Woman,1940-1949,MA,Alcione
beautiful,alcione,12,843,Woman,1940-1949,MA,Alcione
pretty,alcione,20,954,Woman,1940-1949,MA,Alcione
far,alcione,12,852,Woman,1940-1949,MA,Alcione
Crazy,alcione,38,1032,Woman,1940-1949,MA,Alcione
love,alcione,12,637,Woman,1940-1949,MA,Alcione
moon,alcione,21,1323,Woman,1940-1949,MA,Alcione
place,alcione,46,1602,Woman,1940-1949,MA,Alcione
to fight,alcione,13,636,Woman,1940-1949,MA,Alcione
sparkle,alcione,57,1704,Woman,1940-1949,MA,Alcione
madrugar,alcione,19,674,Woman,1940-1949,MA,Alcione
larger,alcione,15,628,Woman,1940-1949,MA,Alcione
bad,alcione,70,1934,Woman,1940-1949,MA,Alcione
rascal,alcione,19,604,Woman,1940-1949,MA,Alcione
to send,alcione,37,1580,Woman,1940-1949,MA,Alcione
hose,alcione,58,520,Woman,1940-1949,MA,Alcione
morning,alcione,26,794,Woman,1940-1949,MA,Alcione
sea,alcione,96,2991,Woman,1940-1949,MA,Alcione
Mary,alcione,13,1022,Woman,1940-1949,MA,Alcione
to kill,alcione,26,1245,Woman,1940-1949,MA,Alcione
fear,alcione,18,979,Woman,1940-1949,MA,Alcione
best,alcione,62,1360,Woman,1940-1949,MA,Alcione
boy,alcione,38,1627,Woman,1940-1949,MA,Alcione
to lie,alcione,23,855,Woman,1940-1949,MA,Alcione
to deserve,alcione,21,621,Woman,1940-1949,MA,Alcione
same,alcione,73,2388,Woman,1940-1949,MA,Alcione
to mix,alcione,6,533,Woman,1940-1949,MA,Alcione
thousand,alcione,16,621,Woman,1940-1949,MA,Alcione
time,alcione,18,820,Woman,1940-1949,MA,Alcione
to live,alcione,25,1152,Woman,1940-1949,MA,Alcione
dark skinned,alcione,13,931,Woman,1940-1949,MA,Alcione
to die,alcione,84,2666,Woman,1940-1949,MA,Alcione
Show,alcione,26,717,Woman,1940-1949,MA,Alcione
boy,alcione,18,716,Woman,1940-1949,MA,Alcione
change,alcione,43,1098,Woman,1940-1949,MA,Alcione
woman,alcione,50,2994,Woman,1940-1949,MA,Alcione
world,alcione,124,3522,Woman,1940-1949,MA,Alcione
mother,alcione,20,789,Woman,1940-1949,MA,Alcione
hand,alcione,60,2300,Woman,1940-1949,MA,Alcione
to fall in love,alcione,8,737,Woman,1940-1949,MA,Alcione
born,alcione,28,1401,Woman,1940-1949,MA,Alcione
deny,alcione,24,1206,Woman,1940-1949,MA,Alcione
black,alcione,13,671,Woman,1940-1949,MA,Alcione
nobody,alcione,57,3085,Woman,1940-1949,MA,Alcione
night,alcione,82,2864,Woman,1940-1949,MA,Alcione
Name,alcione,11,928,Woman,1940-1949,MA,Alcione
new,alcione,57,1685,Woman,1940-1949,MA,Alcione
Never,alcione,87,2565,Woman,1940-1949,MA,Alcione
to look,alcione,142,4919,Woman,1940-1949,MA,Alcione
eye,alcione,43,1668,Woman,1940-1949,MA,Alcione
wave,alcione,7,683,Woman,1940-1949,MA,Alcione
other,alcione,93,2805,Woman,1940-1949,MA,Alcione
listen,alcione,49,1639,Woman,1940-1949,MA,Alcione
pay,alcione,19,832,Woman,1940-1949,MA,Alcione
pagoda,alcione,19,658,Woman,1940-1949,MA,Alcione
dad,alcione,8,835,Woman,1940-1949,MA,Alcione
passion,alcione,86,1591,Woman,1940-1949,MA,Alcione
word,alcione,11,583,Woman,1940-1949,MA,Alcione
stop,alcione,36,1510,Woman,1940-1949,MA,Alcione
seem,alcione,22,793,Woman,1940-1949,MA,Alcione
leave,alcione,36,1209,Woman,1940-1949,MA,Alcione
to spend,alcione,94,4368,Woman,1940-1949,MA,Alcione
peace,alcione,62,1855,Woman,1940-1949,MA,Alcione
ask,alcione,67,2118,Woman,1940-1949,MA,Alcione
take,alcione,41,1843,Woman,1940-1949,MA,Alcione
suborn,alcione,72,1462,Woman,1940-1949,MA,Alcione
fur,alcione,10,598,Woman,1940-1949,MA,Alcione
sorrow,alcione,15,1260,Woman,1940-1949,MA,Alcione
think,alcione,82,2418,Woman,1940-1949,MA,Alcione
lose,alcione,88,2443,Woman,1940-1949,MA,Alcione
to forgive,alcione,35,606,Woman,1940-1949,MA,Alcione
forgiveness,alcione,26,586,Woman,1940-1949,MA,Alcione
to ask,alcione,11,563,Woman,1940-1949,MA,Alcione
near,alcione,13,647,Woman,1940-1949,MA,Alcione
to plant,alcione,18,762,Woman,1940-1949,MA,Alcione
poor,alcione,16,635,Woman,1940-1949,MA,Alcione
power,alcione,237,7634,Woman,1940-1949,MA,Alcione
bear,alcione,30,690,Woman,1940-1949,MA,Alcione
portela,alcione,18,616,Woman,1940-1949,MA,Alcione
little,alcione,39,1124,Woman,1940-1949,MA,Alcione
people,alcione,53,1256,Woman,1940-1949,MA,Alcione
pleasure,alcione,43,1042,Woman,1940-1949,MA,Alcione
need,alcione,52,2443,Woman,1940-1949,MA,Alcione
black,alcione,6,740,Woman,1940-1949,MA,Alcione
first,alcione,29,882,Woman,1940-1949,MA,Alcione
Search for,alcione,120,2198,Woman,1940-1949,MA,Alcione
to test,alcione,13,581,Woman,1940-1949,MA,Alcione
foot,alcione,46,1424,Woman,1940-1949,MA,Alcione
which,alcione,13,654,Woman,1940-1949,MA,Alcione
quantum,alcione,5,531,Woman,1940-1949,MA,Alcione
almost,alcione,19,764,Woman,1940-1949,MA,Alcione
break,alcione,13,614,Woman,1940-1949,MA,Alcione
reason,alcione,35,1038,Woman,1940-1949,MA,Alcione
chorus,alcione,18,1021,Woman,1940-1949,MA,Alcione
King,alcione,28,998,Woman,1940-1949,MA,Alcione
suddenly,alcione,38,1108,Woman,1940-1949,MA,Alcione
River,alcione,14,758,Woman,1940-1949,MA,Alcione
to laugh,alcione,22,839,Woman,1940-1949,MA,Alcione
rotate,alcione,29,884,Woman,1940-1949,MA,Alcione
to roll,alcione,16,626,Woman,1940-1949,MA,Alcione
Rosar,alcione,23,725,Woman,1940-1949,MA,Alcione
collapse,alcione,34,868,Woman,1940-1949,MA,Alcione
to save,alcione,26,931,Woman,1940-1949,MA,Alcione
samba,alcione,52,1269,Woman,1940-1949,MA,Alcione
to samba,alcione,241,6306,Woman,1940-1949,MA,Alcione
Holy,alcione,24,780,Woman,1940-1949,MA,Alcione
miss,alcione,73,2670,Woman,1940-1949,MA,Alcione
follow,alcione,31,771,Woman,1940-1949,MA,Alcione
ever,alcione,85,3360,Woman,1940-1949,MA,Alcione
Mr,alcione,24,1178,Woman,1940-1949,MA,Alcione
to feel,alcione,110,3125,Woman,1940-1949,MA,Alcione
remain,alcione,12,608,Woman,1940-1949,MA,Alcione
to suffer,alcione,55,2090,Woman,1940-1949,MA,Alcione
Sun,alcione,61,2154,Woman,1940-1949,MA,Alcione
loneliness,alcione,29,878,Woman,1940-1949,MA,Alcione
sound,alcione,15,643,Woman,1940-1949,MA,Alcione
to dream,alcione,72,2462,Woman,1940-1949,MA,Alcione
dream,alcione,39,1098,Woman,1940-1949,MA,Alcione
to smile,alcione,27,1303,Woman,1940-1949,MA,Alcione
smile,alcione,21,896,Woman,1940-1949,MA,Alcione
to sweat,alcione,103,3445,Woman,1940-1949,MA,Alcione
move up,alcione,19,519,Woman,1940-1949,MA,Alcione
delay,alcione,12,608,Woman,1940-1949,MA,Alcione
time,alcione,57,3470,Woman,1940-1949,MA,Alcione
to try,alcione,55,1107,Woman,1940-1949,MA,Alcione
Earth,alcione,20,1295,Woman,1940-1949,MA,Alcione
que,alcione,10,548,Woman,1940-1949,MA,Alcione
touch,alcione,41,1207,Woman,1940-1949,MA,Alcione
to take,alcione,21,897,Woman,1940-1949,MA,Alcione
to work,alcione,9,743,Woman,1940-1949,MA,Alcione
bring,alcione,47,1614,Woman,1940-1949,MA,Alcione
sad,alcione,20,1063,Woman,1940-1949,MA,Alcione
sadness,alcione,32,1071,Woman,1940-1949,MA,Alcione
worth,alcione,32,1283,Woman,1940-1949,MA,Alcione
old,alcione,33,1101,Woman,1940-1949,MA,Alcione
blow,alcione,18,911,Woman,1940-1949,MA,Alcione
to see,alcione,271,9632,Woman,1940-1949,MA,Alcione
truth,alcione,34,1075,Woman,1940-1949,MA,Alcione
life,alcione,199,6401,Woman,1940-1949,MA,Alcione
turn,alcione,38,1109,Woman,1940-1949,MA,Alcione
to live,alcione,136,4828,Woman,1940-1949,MA,Alcione
fly,alcione,7,593,Woman,1940-1949,MA,Alcione
come back,alcione,129,3429,Woman,1940-1949,MA,Alcione
will,alcione,21,833,Woman,1940-1949,MA,Alcione
